SampleID,SubRegion,Region,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Elevation,El_er_max,El_er_min,Age,Age_er_max,Age_er_min,Type,Interc,Indicator,Region,CoralTaxa,Remove
SBS-1-4,Shark Bay,Australia,-26.39,114.17,0.15,0.561883816,0.561527758,0,0,0,287,200,286,0,0,1,7,0,0
SBS-1-5,Shark Bay,Australia,-26.39,114.17,0.19,0.561883816,0.561527758,0,0,0,516,108,177,0,0,1,7,0,0
SBS-1-6,Shark Bay,Australia,-26.39,114.17,0.25,0.561883816,0.561527758,0,0,0,558,90,53,0,0,1,7,0,0
SBS-1-7,Shark Bay,Australia,-26.39,114.17,0.3,0.561883816,0.561527758,0,0,0,551,93,50,0,0,1,7,0,0
SBS-1-8,Shark Bay,Australia,-26.39,114.17,0.35,0.561883816,0.561527758,0,0,0,1005,170,82,0,0,1,7,0,0
SBS-1-2,Shark Bay,Australia,-26.39,114.17,0.38,0.561883816,0.561527758,0,0,0,855,189,128,0,0,1,7,0,0
SBS-2-1,Shark Bay,Australia,-26.39,114.17,-0.075,0.571260381,0.57091017,0,0,0,513,120,187,0,0,1,7,0,0
SBS-2-2,Shark Bay,Australia,-26.39,114.17,-0.045,0.571260381,0.57091017,0,0,0,762,165,192,0,0,1,7,0,0
SBS-2-3,Shark Bay,Australia,-26.39,114.17,-0.055,0.571260381,0.57091017,0,0,0,771,183,198,0,0,1,7,0,0
SBS-2-4,Shark Bay,Australia,-26.39,114.17,-0.005,0.571260381,0.57091017,0,0,0,532,120,197,0,0,1,7,0,0
SBS-2-5,Shark Bay,Australia,-26.39,114.17,0.005,0.571260381,0.57091017,0,0,0,676,113,119,0,0,1,7,0,0
SBS-2-6,Shark Bay,Australia,-26.39,114.17,0.065,0.571260381,0.57091017,0,0,0,537,129,209,0,0,1,7,0,0
SBS-2-7,Shark Bay,Australia,-26.39,114.17,0.085,0.571260381,0.57091017,0,0,0,544,114,88,0,0,1,7,0,0
SBS-2-8,Shark Bay,Australia,-26.39,114.17,-0.525,0.571260381,0.57091017,0,0,0,816,236,243,0,0,1,7,0,0
SBS-2-9,Shark Bay,Australia,-26.39,114.17,-0.425,0.571260381,0.57091017,0,0,0,802,122,122,0,0,1,7,0,0
SBS-2-10,Shark Bay,Australia,-26.39,114.17,0.165,0.571260381,0.57091017,0,0,0,1000,177,201,0,0,1,7,0,0
SBS-3-2,Shark Bay,Australia,-26.39,114.17,0.11,0.561883816,0.561527758,0,0,0,498,129,175,0,0,1,7,0,0
SBS-3-3,Shark Bay,Australia,-26.39,114.17,0.12,0.561883816,0.561527758,0,0,0,676,113,119,0,0,1,7,0,0
SBS-3-4,Shark Bay,Australia,-26.39,114.17,0.2,0.561883816,0.561527758,0,0,0,1089,177,154,0,0,1,7,0,0
SBS-3-5,Shark Bay,Australia,-26.39,114.17,0.15,0.561883816,0.561527758,0,0,0,676,113,119,0,0,1,7,0,0
SBS-3-6,Shark Bay,Australia,-26.39,114.17,0.28,0.561883816,0.561527758,0,0,0,636,93,89,0,0,1,7,0,0
SBS-3-7,Shark Bay,Australia,-26.39,114.17,0.32,0.561883816,0.561527758,0,0,0,774,142,100,0,0,1,7,0,0
SBS-3-8,Shark Bay,Australia,-26.39,114.17,0.35,0.561883816,0.561527758,0,0,0,1100,169,142,0,0,1,7,0,0
SBS-3-9,Shark Bay,Australia,-26.39,114.17,0.38,0.561883816,0.561527758,0,0,0,792,129,112,0,0,1,7,0,0
SBS-4-1,Shark Bay,Australia,-26.35,113.98,-0.45,0.546074191,0.545707818,0,0,0,1324,191,146,0,0,1,7,0,0
SBS-4-2,Shark Bay,Australia,-26.35,113.98,-0.4,0.546074191,0.545707818,0,0,0,1394,140,104,0,0,1,7,0,0
SBS-4-3,Shark Bay,Australia,-26.35,113.98,-0.375,0.546074191,0.545707818,0,0,0,1559,174,191,0,0,1,7,0,0
SBS-5-1,Shark Bay,Australia,-26.35,113.98,-1.55,0.546074191,0.545707818,0,0,0,592,61,77,0,0,1,7,0,0
SBS-5-2,Shark Bay,Australia,-26.35,113.98,-1.25,0.546074191,0.545707818,0,0,0,747,167,88,0,0,1,7,0,0
SBS-5-3,Shark Bay,Australia,-26.35,113.98,-0.38,0.546074191,0.545707818,0,0,0,844,114,155,0,0,1,7,0,0
SBS-5-4,Shark Bay,Australia,-26.35,113.98,-0.4,0.546074191,0.545707818,0,0,0,850,110,162,0,0,1,7,0,0
SB-25,Shark Bay,Australia,-26.39,114.17,0.11,1.375950007,1.375950007,0,0,0,600,70,86,0,0,1,7,0,0
SB-25,Shark Bay,Australia,-26.39,114.17,0.0875,1.375950007,1.375950007,0,0,0,812,116,131,0,0,1,7,0,0
SB-25,Shark Bay,Australia,-26.39,114.17,0.0625,1.375950007,1.375950007,0,0,0,498,129,175,0,0,1,7,0,0
SB-25,Shark Bay,Australia,-26.39,114.17,0.0375,1.375950007,1.375950007,0,0,0,643,91,95,0,0,1,7,0,0
SB-25,Shark Bay,Australia,-26.39,114.17,0,1.375950007,1.375950007,0,0,0,676,120,126,0,0,1,7,0,0
SB-25,Shark Bay,Australia,-26.39,114.17,-0.05,1.375950007,1.375950007,0,0,0,676,120,126,0,0,1,7,0,0
SB-25,Shark Bay,Australia,-26.39,114.17,-0.1025,1.375950007,1.375950007,0,0,0,841,84,103,0,0,1,7,0,0
SB-25,Shark Bay,Australia,-26.39,114.17,-0.1625,1.375950007,1.375950007,0,0,0,733,173,164,0,0,1,7,0,0
ORINS-64,Shark Bay,Australia,-26.385,114.164,0,0.514987728,0.514987728,0,0,0,61,161,60,-1,0,1,7,0,0
GaK-2874,Shark Bay,Australia,-31.9,115.967,-3.7,0.515426098,0.515426098,0,0,0,7295,592,632,-1,0,1,7,0,0
Tx-33,Shark Bay,Australia,-31.9,115.967,3,0.515426098,0.515426098,0,0,0,3419,1858,1674,1,0,1,7,0,0

